ID	Pāli1	POS	Grammar	Derived from	Neg	Verb	Trans	Case	Meaning IN CONTEXT	Meaning in native language	Pāli Root	Base	Construction	Sanskrit	Sk Root	Variant	Commentary	Notes	Source1	Sutta1	Example1	Source2	Sutta2	Example2	Source3	Sutta3	Example3	Test	audio	Feedback
6886	anudhāvati 1	pr					trans	+acc	runs along; runs up and down; runs back and forth		√dhāv 1 a (to run, flow)	√dhāv + a > dhāva	anu + dhāva + ti	anudhāvate	√dhāv										DHP 085	paṇḍitavaggo	appakā te manussesu, ye janā pāragāmino.<br/>ath’āyaṃ itarā pajā, tīram’ev’<b>ānudhāvati.</b>	55	[sound:anudhāvati.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=anudhāvati 1&entry.1433863141=DHP"">Fix it here</a>."
5938	anibbisanta	prp		na + nibbisati	neg		trans	+acc	not understanding; not penetrating; not finding; lit. not going deeply (into)		√vis 1 a (to enter)	√vis + a > visa > bisa	na + ni + bisa + nta	na + niviś	√viś										DHP 153	jarāvaggo	aneka-jātisaṃsāraṃ, sandhāvissaṃ <b>anibbisaṃ</b>, <br/>gahakāraṃ gavesanto, dukkhā jāti punappunaṃ.	55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=anibbisanta&entry.1433863141=DHP"">Fix it here</a>."
5520	anatta 1	adj		na attā	neg				impersonal; not oneself; non-subjective; essence-less; non subject to identify with		√as 1 a (to be)		na > an + atta + a	anātman	√as			non subject to identification							DHP 279	maggavaggo	“sabbe dhammā <b>anattā</b>”ti, yadā paññāya passati. <br/>atha nibbindati dukkhe, esa maggo visuddhiyā.	55	[sound:anatta.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=anatta 1&entry.1433863141=DHP"">Fix it here</a>."
10865	atha 1	ind							and; then; and also					atha								SNP 16	maṅgalasuttaṃ<br/>cūḷavaggo 4	<b>atha</b> kho aññatarā devatā abhikkantāya rattiyā abhikkanta-vaṇṇā kevalakappaṃ jetavanaṃ obhāsetvā yena bhagavā ten’upasaṅkami	DHP 279	maggavaggo	“sabbe dhammā anattā”ti, yadā paññāya passati. <br/><b>atha</b> nibbindati dukkhe, esa maggo visuddhiyā.	55	[sound:atha.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=atha 1&entry.1433863141=DHP"">Fix it here</a>."
7076	aṇumatta	adj	comp						tiniest; smallest; lit. atom sized				aṇu + matta									MN 107	gaṇakamoggallānasuttaṃ	‘ehi tvaṃ, bhikkhu, sīlavā hohi, pātimokkha-saṃvara-saṃvuto viharāhi ācāra-gocara-sampanno <b>aṇumattesu</b> vajjesu bhaya-dassāvī, samādāya sikkhassu sikkhāpadesū’ti	DHP 284	maggavaggo	yāva hi vanatho na chijjati, <b>aṇumatto</b>'pi narassa nārisu,<br/>paṭibaddhamano'va tāva so, vaccho khīrapako'va mātari.	55	[sound:aṇumatta.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=aṇumatta&entry.1433863141=DHP"">Fix it here</a>."
23820	haṃsa 1	masc							swan; goose; flamingo; water bird					haṃsa								DHP 091	arahantavaggo	uyyuñjanti satīmanto, na nikete ramanti te, <br/><b>haṃsā</b>’va pallalaṃ hitvā, okam’okaṃ jahanti te.				55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=haṃsa 1&entry.1433863141=DHP"">Fix it here</a>."
46538	phāsukā 2	fem		phāsu					rafter; beam; lit. rib		√phus 1 a (to touch)		√phus > phas + *ukā	parśukā	√spṛś							DHP 154	jarāvaggo	gahakāraka diṭṭho’si, puna gehaṃ na kāhasi, <br/>sabbā te <b>phāsukā</b> bhaggā, gahakūṭaṃ visaṅkhataṃ, <br/>visaṅkhāragataṃ cittaṃ, taṇhānaṃ khayam’ajjhagā.				55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=phāsukā 2&entry.1433863141=DHP"">Fix it here</a>."
42267	pārameti	pr	comp vb						goes to the far shore; crosses over				pāraṃ + eti									DHP 086	paṇḍitavaggo	ye ca kho sammad-akkhāte, dhamme dhamm’ānuvattino, <br/>te janā <b>pāram’essanti</b>, maccudheyyaṃ suduttaraṃ.				55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=pārameti&entry.1433863141=DHP"">Fix it here</a>."
43730	parūpaghātī	adj	comp						who harms others; injures others				para + upaghātī	para + upaghātin								DHP 184	buddhavaggo	khantī paramaṃ tapo titikkhā, nibbānaṃ paramaṃ vadanti buddhā, <br/>na hi pabbajito <b>par’ūpaghātī</b>, na samaṇo hoti paraṃ viheṭhayanto.				55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=parūpaghātī&entry.1433863141=DHP"">Fix it here</a>."
71036	kusalassūpasampadā	fem	comp						undertaking of good deed; doing good				kusalassa + upasampadā									DHP 183	buddhavaggo	sabbapāpassa akaraṇaṃ, <b>kusalass'ūpasampadā</b>. <br/>sacitta-pariyodapanaṃ, etaṃ buddhāna sāsanaṃ.				55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=kusalassūpasampadā&entry.1433863141=DHP"">Fix it here</a>."
26323	kāhasi	fut	2nd sg	karoti			trans	+acc	you will make; you will build		√kar 7 o (to do, make)	√kar + ssa > kāha (fut)	kāha + si	kariṣyās	√kṛ							DHP 154	jarāvaggo	gahakāraka diṭṭho’si, puna gehaṃ na <b>kāhasi</b>, <br/>sabbā te phāsukā bhaggā, gahakūṭaṃ visaṅkhataṃ, <br/>visaṅkhāragataṃ cittaṃ, taṇhānaṃ khayam’ajjhagā.				55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=kāhasi&entry.1433863141=DHP"">Fix it here</a>."
26619	kaliṅgara 2	nt							log; piece of wood					kaliñja, kiliñja, kaḍaṅgara			(DHPa) niratthaṃ'va kaliṅgaraṃ nirupakāraṃ niratthakaṃ kaṭṭhakhaṇḍaṃ viya.					DHP 041	cittavaggo	aciraṃ vat’ayaṃ kāyo, paṭhaviṃ adhisessati.<br/>chuḍḍho apeta-viññāṇo, niratthaṃ’va <b>kaliṅgaraṃ</b>. 				55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=kaliṅgara 2&entry.1433863141=DHP"">Fix it here</a>."
38687	okamoka	nt	comp	oka					all homes; lit. home after home				okaṃ + oka	oka + oka			(DHPa) okamokan'ti ālayālayaṃ, sabbālaye pariccajantī'ti attho.					DHP 091	arahantavaggo	uyyuñjanti satīmanto, na nikete ramanti te, <br/>haṃsā’va pallalaṃ hitvā, <b>okam’okaṃ</b> jahanti te.				55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=okamoka&entry.1433863141=DHP"">Fix it here</a>."
64159	uyyuñjati 1	pr					intrans		strives; makes effort; (or) departs; goes away; leaves home; lit. unyokes		√yuj 2 ṃa (to yoke, join)	√yuj + ṃa > yuñja	ud + yuñja + ti	udyunakti	√yuj							DHP 091	arahantavaggo	<b>uyyuñjanti</b> satīmanto, na nikete ramanti te, <br/>haṃsā’va pallalaṃ hitvā, okam’okaṃ jahanti te.				55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=uyyuñjati 1&entry.1433863141=DHP"">Fix it here</a>."
70953	ārāmarukkhacetyāni	nt	pl, comp						parks, trees and shrines; (or) parkland shrines and sacred trees				ārāma + rukkha + cetyāni									DHP 188	buddhavaggo	bahuṃ ve saraṇaṃ yanti, pabbatāni vanāni ca, <br/><b>ārāmarukkhacetyāni</b>, manussā bhayatajjitā				55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=ārāmarukkhacetyāni&entry.1433863141=DHP"">Fix it here</a>."
13013	āyu 3	nt							long life; longevity		√i 1 a (to come, go)		ā + √i > ay + *u	āyus	√i							DHP 109	sahassavaggo	abhivādana-sīlissa, niccaṃ vuḍḍh’āpacāyino, <br/>cattāro dhammā vaḍḍhanti, <b>āyu</b> vaṇṇo sukhaṃ balaṃ.				55	[sound:āyu.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=āyu 3&entry.1433863141=DHP"">Fix it here</a>."
2620	āgamma 1	ger		āgacchati			trans	+acc	coming; approaching		√gam 1 a (to go)		ā + √gam + ya		√gam							DHP 192	buddhavaggo	etaṃ kho saraṇaṃ khemaṃ, etaṃ saraṇam’uttamaṃ, <br/>etaṃ saraṇam’<b>āgamma,</b> sabbadukkhā pamuccati.	DHP 087	paṇḍitavaggo	kaṇhaṃ dhammaṃ vippahāya, sukkaṃ bhāvetha paṇḍito, <br/>okā anokam’<b>āgamma</b>, viveke yattha dūramaṃ.	55	[sound:āgamma.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=āgamma 1&entry.1433863141=DHP"">Fix it here</a>."
9626	ariyo aṭṭhaṅgiko maggo	idiom	adj + adj + masc						the Buddha's eight-part path; noble eight-fold path													DHP 191	buddhavaggo	dukkhaṃ dukkhasamuppādaṃ, <br/>dukkhassa ca atikkamaṃ,<br/><b>ariyaṃ</b> c'<b>aṭṭh'aṅgikaṃ</b> <b>maggaṃ</b>, <br/>dukkh'ūpasamagāminaṃ.	DN 16.21	mahāparinibbānasuttaṃ	seyyath’īdaṃ — cattāro satipaṭṭhānā cattāro samma-ppadhānā cattāro iddhipādā pañc’indriyāni pañca balāni satta bojjh'aṅgā <b>ariyo aṭṭh’aṅgiko maggo.</b>	55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=ariyo aṭṭhaṅgiko maggo&entry.1433863141=DHP"">Fix it here</a>."
70954	ariyañcaṭṭhaṅgikaṃ	sandhi	adj + ind + adj						and the Buddha's eight-part; and the noble eight-fold				ariyaṃ + ca + aṭṭhaṅgikaṃ									DHP 191	buddhavaggo	dukkhaṃ dukkhasamuppādaṃ, <br/>dukkhassa ca atikkamaṃ,<br/><b>ariyañ'c'aṭṭh'aṅgikaṃ</b> maggaṃ, <br/>dukkh'ūpasamagāminaṃ.				55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=ariyañcaṭṭhaṅgikaṃ&entry.1433863141=DHP"">Fix it here</a>."
1109	abhivādanasīlī	adj	comp						habitually respectful; in the habit of being reverential				abhivādanā + sīlī	abhivādana + śīlin			(DHPa) abhivādanasīlissā'ti vandanasīlissa, abhiṇhaṃ vandanakiccapasutassā'ti attho.					DHP 109	sahassavaggo	<b>abhivādanasīlissa</b>, niccaṃ vuḍḍh’āpacāyino, <br/>cattāro dhammā vaḍḍhanti, āyu vaṇṇo sukhaṃ balaṃ.				55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=abhivādanasīlī&entry.1433863141=DHP"">Fix it here</a>."
8749	apetaviññāṇa	adj	comp						without consciousness				apeta + viññāṇa									DHP 041	cittavaggo	aciraṃ vat’ayaṃ kāyo, paṭhaviṃ adhisessati.<br/>chuḍḍho <b>apetaviññāṇo</b>, niratthaṃ’va kaliṅgaraṃ. 				55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=apetaviññāṇa&entry.1433863141=DHP"">Fix it here</a>."
7996	apacāyī	adj	in comps	apacāyati					honouring; paying homage; revering		√cāy 1 a (to honour)		apa + √cāy + ī		√cāy							DHP 109	sahassavaggo	abhivādana-sīlissa, niccaṃ vuḍḍh’<b>āpacāyino, </b><br/>cattāro dhammā vaḍḍhanti, āyu vaṇṇo sukhaṃ balaṃ.				55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=apacāyī&entry.1433863141=DHP"">Fix it here</a>."
7894	anuyuñjati 2	pr					trans	+acc	indulges (in); is addicted (to); lit. yokes oneself (to)		√yuj 2 ṃa (to yoke, join)	√yuj + ṃa > yuñja	anu + yuñja + ti	anuyuñjati	√yuj							DHP 247	malavaggo	surāmerayapānañ'ca, yo naro <b>anuyuñjati</b>,<br/>idh'eva'm'eso lokasmiṃ, mūlaṃ khaṇati attano.	DHP 026	appamādavaggo	pamādam'<b>anuyuñjanti</b>, bālā dummedhino janā,<br/>appamādañ'ca medhāvī, dhanaṃ seṭṭhaṃ'va rakkhati.	55	[sound:anuyuñjati.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=anuyuñjati 2&entry.1433863141=DHP"">Fix it here</a>."
2206	adhiseti	pr					trans	+acc	lies flat (on); lies down (on)		√sī 1 a (to lie, sleep)	√sī + *a > se	adhi + se + ti	adhiśī	√śī							DHP 041	cittavaggo	aciraṃ vat’ayaṃ kāyo, paṭhaviṃ <b>adhisessati</b>.<br/>chuḍḍho apeta-viññāṇo, niratthaṃ’va kaliṅgaraṃ. 				55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=adhiseti&entry.1433863141=DHP"">Fix it here</a>."
11004	atikkama 1	masc		atikkamati				+gen	surpassing; transcending; going beyond; overcoming; lit. going past (of)		√kam 1 a (to go)		ati + √kam + a	atikrama	√kram							DHP 191	buddhavaggo	dukkhaṃ dukkhasamuppādaṃ, dukkhassa ca <b>atikkamaṃ</b>, ariyañ’c’aṭṭh’aṅgikaṃ maggaṃ, dukkh’ūpasama-gāminaṃ.				55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=atikkama 1&entry.1433863141=DHP"">Fix it here</a>."
1657	aciraṃ	ind	adv, acc sg	na cira	neg				soon; before long; lit. not long				na + cira + aṃ	aciram								DHP 041	cittavaggo	<b>aciraṃ</b> vat’ayaṃ kāyo, paṭhaviṃ adhisessati.<br/>chuddho apeta-viññāṇo, niratthaṃ’va kaliṅgaraṃ. 				55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=aciraṃ&entry.1433863141=DHP"">Fix it here</a>."
4047	akkosa	masc		akkosati					verbal abuse; insult		√kus 1 a (to call, insult)		ā + √kus > kos + *a	ākrośa	√kruś							DHP 399	brāhmaṇavaggo	<b>akkosaṃ</b> vadhabandhañ'ca, aduṭṭho yo titikkhati,<br/>khantībalaṃ bal'ānīkaṃ, tam'ahaṃ brūmi brāhmaṇaṃ.	MN 82	raṭṭhapālasuttaṃ	atha kho āyasmā raṭṭhapālo sakapitu nivesane n’eva dānaṃ alattha na paccakkhānaṃ, añña'd'atthu <b>akkosam</b>’eva alattha	55	[sound:akkosa.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=akkosa&entry.1433863141=DHP"">Fix it here</a>."
3695	akaraṇa	nt	act	na karoti	neg				non-doing; non-action; absence of action		√kar 7 o (to do, make)		na + √kar + aṇa	akaraṇa	√kṛ							DHP 183	buddhavaggo	sabba-pāpassa <b>akaraṇaṃ</b>, kusalassa upasampadā. <br/>sacitta-pariyodapanaṃ, etaṃ buddhāna sāsanaṃ.				55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=akaraṇa&entry.1433863141=DHP"">Fix it here</a>."
29908	klesa	masc							defilement; impurity		√kilis 3 ya (to be dirty, be molested)		√kilis > kles + *a	kleśa	√kliś							DHP 088	paṇḍitavaggo	tatr’ābhiratim’iccheyya, hitvā kāme akiñcano, <br/>pariyodapeyya attānaṃ, citta-<b>klesehi</b> paṇḍito.				55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=klesa&entry.1433863141=DHP"">Fix it here</a>."
71030	khayamajjhagā	imperf	comp vb						exhausted; wore away; slowly destroyed; lit. obtained the wearing away 				khayaṃ + ajjhagā	kṣaya + adhigam								DHP 154	jarāvaggo	gahakāraka diṭṭho’si, puna gehaṃ na kāhasi, <br/>sabbā te phāsukā bhaggā, gahakūṭaṃ visaṅkhataṃ, <br/>visaṅkhāragataṃ cittaṃ, taṇhānaṃ <b>khayam’ajjhagā</b>.				55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=khayamajjhagā&entry.1433863141=DHP"">Fix it here</a>."
22247	gahakūṭa	nt	comp						ridge of house roof; top beam; roof peak of a house				gaha + kūṭa	gṛha + kūṭa								DHP 154	jarāvaggo	gahakāraka diṭṭho’si, puna gehaṃ na kāhasi, <br/>sabbā te phāsukā bhaggā, <b>gahakūṭaṃ</b> visaṅkhataṃ, <br/>visaṅkhāragataṃ cittaṃ, taṇhānaṃ khayam’ajjhagā.				55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=gahakūṭa&entry.1433863141=DHP"">Fix it here</a>."
22308	gahaṭṭha	masc	comp						householder; layperson; lit. staying at home				gaha + ṭṭha	gṛhastha								DHP 404	brāhmaṇavaggo	asaṃsaṭṭhaṃ <b>gahaṭṭhehi</b>, anāgārehi c'ūbhayaṃ,<br/>anokasārim'app'icchaṃ, tam'ahaṃ brūmi brāhmaṇaṃ.	AN 5.57	abhiṇhapaccavekkhitabbaṭhānasuttaṃ	maraṇa-dhammo’mhi, maraṇaṃ anatītoti abhiṇhaṃ paccavekkhitabbaṃ itthiyā vā purisena vā <b>gahaṭṭhena</b> vā pabbajitena vā.	55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=gahaṭṭha&entry.1433863141=DHP"">Fix it here</a>."
43646	pariyodapanā	fem	abstr	pariyodāpeti		caus			purification; refinement; cleansing		√dā 3 *āpe (to be pure, clean)	√dā + *āpe > dape (caus)	pari+ [y] + ava + dape + anā	parāpavana	√dai							DHP 183	buddhavaggo	sabba-pāpassa akaraṇaṃ, kusalassa upasampadā. <br/>sacitta-<b>pariyodapanaṃ</b>, etaṃ buddhāna sāsanaṃ.				55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=pariyodapanā&entry.1433863141=DHP"">Fix it here</a>."
39393	pabbata 3	nt							mountain; hill				pabba + ta	parvata								DHP 188	buddhavaggo	bahuṃ ve saraṇaṃ yanti, <b>pabbatāni</b> vanāni ca, <br/>ārāma-rukkha-cetyāni, manussā bhayatajjitā				55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=pabbata 3&entry.1433863141=DHP"">Fix it here</a>."
44490	paṭhavī	fem							earth; ground		√path 1 a (to expand)		√path > paṭh + a + vī	pṛthivī	√prath√pṛth	pathavī						DHP 041	cittavaggo	aciraṃ vat’ayaṃ kāyo, <b>paṭhaviṃ</b> adhisessati.<br/>chuḍḍho apeta-viññāṇo, niratthaṃ’va kaliṅgaraṃ. 	VIN PAT PC 10	pathavīkhaṇana sikkhāpada	yo pana bhikkhu <b>paṭhaviṃ</b> khaṇeyya vā khaṇāpeyya vā, pācittiyaṃ.	55	[sound:paṭhavī.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=paṭhavī&entry.1433863141=DHP"">Fix it here</a>."
37704	nirattha	adj		attha	neg				useless; worthless		√ar 1 a (to move, attain)		nir + √ar + ta<br/>nir + attha	nirartha	√ṛ							DHP 041	cittavaggo	aciraṃ vat’ayaṃ kāyo, paṭhaviṃ adhisessati.<br/>chuḍḍho apeta-viññāṇo, <b>niratthaṃ</b>’va kaliṅgaraṃ. 				55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=nirattha&entry.1433863141=DHP"">Fix it here</a>."
35085	nakkhatta 1	nt							constellation; zodiac		√nakkh 1 a (to attain, arrive)		√nakkh + a + tta	nakṣatra	√nakṣ							DHP 208	sukhavaggo	tasmā hi dhīrañ'ca paññañ'ca bahussutañ'ca,<br/>dhorayhasīlaṃ vatavantam'ariyaṃ, taṃ tādisaṃ sappurisaṃ sumedhaṃ, bhajetha <b>nakkhatta-</b>pathaṃ'va candimā.	AN 7.61	pacalāyamānasuttaṃ	tato tvaṃ, moggallāna, uṭṭhāy'āsanā udakena akkhīni anumajjitvā disā anuvilokeyyāsi, <b>nakkhattāni </b>tārakarūpāni ullokeyyāsi	55	[sound:nakkhatta.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=nakkhatta 1&entry.1433863141=DHP"">Fix it here</a>."
