bhikkhupātimokkhapāḷi	pos	grammar	+case	tamil	meaning	lit. meaning	root	rt gp	sign	base	construction	compound type	compound construction	abbrev	source	sentence	aṭṭhakathā	feedback
vedissāmi	verb	1st fut sg of vedeti	+acc		I will know, understand		√vid (know, sense)	8	*e	√vid + *e > vede	vede + ti			NI	nidānuddeso	tuṇhībhāvena kho pan'āyasmante parisuddhā'ti <b>vedissāmi</b>.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=vedissāmi"">feedback</a>"
yathā	ind	adv			like, as						ya + thā			NI	nidānuddeso	<b>yathā</b> kho pana paccekapuṭṭhassa veyyākaraṇaṃ hoti, evam'evaṃ evarūpāya parisāya yāvatatiyaṃ anusāvitaṃ hoti		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=yathā"">feedback</a>"
pana	ind				then, now, so, but									NI	nidānuddeso	yathā kho <b>pana</b> paccekapuṭṭhassa veyyākaraṇaṃ hoti, evam'evaṃ evarūpāya parisāya yāvatatiyaṃ anusāvitaṃ hoti		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=pana"">feedback</a>"
paccekapuṭṭhassa	noun	masc dat sg of paccekapuṭṭha, comp			for (the monk) who is asked individually	for asked singly					pacceka + puṭṭhassa	abyayībhāva > bahubbīhi	pacceka + puṭṭha	NI	nidānuddeso	yathā kho pana <b>paccekapuṭṭhassa</b> veyyākaraṇaṃ hoti, evam'evaṃ evarūpāya parisāya yāvatatiyaṃ anusāvitaṃ hoti		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=paccekapuṭṭhassa"">feedback</a>"
- paccekaṃ	ind	adv			individually, personally, singly						pati > paty > pacc + eka + aṃ			NI	nidānuddeso	yathā kho pana <b>pacceka</b>puṭṭhassa veyyākaraṇaṃ hoti, evam'evaṃ evarūpāya parisāya yāvatatiyaṃ anusāvitaṃ hoti		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=- paccekaṃ"">feedback</a>"
- puṭṭhassa	pp	masc dat sg of puṭṭha, pp of pucchati			for (the person) who is asked	for asked	√pucch (ask)	1	a		√pucch + ta			NI	nidānuddeso	yathā kho pana pacceka<b>puṭṭhassa</b> veyyākaraṇaṃ hoti, evam'evaṃ evarūpāya parisāya yāvatatiyaṃ anusāvitaṃ hoti		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=- puṭṭhassa"">feedback</a>"
veyyākaraṇaṃ	noun	nt acc sg of veyyākaraṇa			answer, explanation	doing in detail	√kar (do, make)	7	o		vi + ā > vyā > veyyā + √kar + aṇa + *a			NI	nidānuddeso	yathā kho pana paccekapuṭṭhassa <b>veyyākaraṇaṃ</b> hoti, evam'evaṃ evarūpāya parisāya yāvatatiyaṃ anusāvitaṃ hoti		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=veyyākaraṇaṃ"">feedback</a>"
hoti	verb	pr 3rd sg	+nom		there is	it is	√hū (be)	1	a	√hū + a > ho	ho + ti			NI	nidānuddeso	yathā kho pana paccekapuṭṭhassa veyyākaraṇaṃ <b>hoti</b>, evam'evaṃ evarūpāya parisāya yāvatatiyaṃ anusāvitaṃ hoti		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=hoti"">feedback</a>"
evamevaṃ	comp	sandhi			exactly in the same way, just like this						evaṃ + evaṃ			NI	nidānuddeso	yathā kho pana paccekapuṭṭhassa veyyākaraṇaṃ hoti, <b>evam'evaṃ</b> evarūpāya parisāya yāvatatiyaṃ anusāvitaṃ hoti		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=evamevaṃ"">feedback</a>"
- evaṃ	ind	adv			thus, like this, as									NI	nidānuddeso	yathā kho pana paccekapuṭṭhassa veyyākaraṇaṃ hoti, <b>evam</b>'evaṃ evarūpāya parisāya yāvatatiyaṃ anusāvitaṃ hoti		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=- evaṃ"">feedback</a>"
evarūpāya	adj	fem loc sg of evarūpa			in such kind	of such form					eva + rūpa			NI	nidānuddeso	yathā kho pana paccekapuṭṭhassa veyyākaraṇaṃ hoti, evam'evaṃ <b>evarūpāya</b> parisāya yāvatatiyaṃ anusāvitaṃ hoti		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=evarūpāya"">feedback</a>"
parisāya	noun	fem loc sg of parisā			in the assembly	sitting around	√sad (sink, sit, settle)	1	a		pari + √sad + ā			NI	nidānuddeso	yathā kho pana paccekapuṭṭhassa veyyākaraṇaṃ hoti, evam'evaṃ evarūpāya <b>parisāya</b> yāvatatiyaṃ anusāvitaṃ hoti		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=parisāya"">feedback</a>"
yāvatatiyaṃ	ind	adv, comp			up to the third time						yāva + tatiyaṃ			NI	nidānuddeso	yathā kho pana paccekapuṭṭhassa veyyākaraṇaṃ hoti, evam'evaṃ evarūpāya parisāya <b>yāvatatiyaṃ</b> anusāvitaṃ hoti		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=yāvatatiyaṃ"">feedback</a>"
- yāva	ind	prep			as far as, up to, until									NI	nidānuddeso	yathā kho pana paccekapuṭṭhassa veyyākaraṇaṃ hoti, evam'evaṃ evarūpāya parisāya <b>yāva</b>tatiyaṃ anusāvitaṃ hoti		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=- yāva"">feedback</a>"
- tatiyaṃ	ind	adv			third time						ti + tiya + aṃ			NI	nidānuddeso	yathā kho pana paccekapuṭṭhassa veyyākaraṇaṃ hoti, evam'evaṃ evarūpāya parisāya yāva<b>tatiyaṃ</b> anusāvitaṃ hoti		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=- tatiyaṃ"">feedback</a>"
anusāvitaṃ	noun	nt nom sg of anusāvita, pp of anusāveti			announcement, response	caused to hear	√su (hear)	4	*e	su + *e > sāve	anu + sāve + ita			NI	nidānuddeso	yathā kho pana paccekapuṭṭhassa veyyākaraṇaṃ hoti, evam'evaṃ evarūpāya parisāya yāvatatiyaṃ <b>anusāvitaṃ</b> hoti		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=anusāvitaṃ"">feedback</a>"
yo	pron	masc nom sg of ya			whichever, whoever									NI	nidānuddeso	<b>yo</b> pana bhikkhu yāvatatiyaṃ anusāviyamāne saramāno santiṃ āpattiṃ n'āvikareyya, sampajānamusāvād'assa hoti.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=yo"">feedback</a>"
bhikkhu	noun	masc nom sg, from bhikkhati			monk, monastic	beggar, mendicant	√bhikkh (beg)	1	a		√bhikkh + u			NI	nidānuddeso	yo pana <b>bhikkhu</b> yāvatatiyaṃ anusāviyamāne saramāno santiṃ āpattiṃ n'āvikareyya, sampajānamusāvād'assa hoti.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=bhikkhu"">feedback</a>"
anusāviyamāne	prp	masc loc sg of anusāviyamāna, prp of anusāviyati			when being announced, when announcement is being made	when causing to be heard	√su (hear)	4	*e iya	su + *e + iya > sāviya	anu + sāviya + māna			NI	nidānuddeso	yo pana bhikkhu yāvatatiyaṃ <b>anusāviyamāne</b> saramāno santiṃ āpattiṃ n'āvikareyya, sampajānamusāvād'assa hoti.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=anusāviyamāne"">feedback</a>"
saramāno	prp	masc nom sg of saramāna, prp of sarati	+acc		remembering, recalling		√sar (remember)	1	a	√sar + a > sara	sara + māna			NI	nidānuddeso	yo pana bhikkhu yāvatatiyaṃ anusāviyamāne <b>saramāno</b> santiṃ āpattiṃ n'āvikareyya, sampajānamusāvād'assa hoti.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=saramāno"">feedback</a>"
santiṃ	prp	fem acc sg of santa, prp of atthi			existing	being present	√as (be)	1	a	√as + a > sa	sa + nta			NI	nidānuddeso	yo pana bhikkhu yāvatatiyaṃ anusāviyamāne saramāno <b>santiṃ</b> āpattiṃ n'āvikareyya, sampajānamusāvād'assa hoti.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=santiṃ"">feedback</a>"
āpattiṃ	noun	fem acc sg of āpatti, from āpajjati			offence, transgression, wrongdoing	in go wrong	√pad (go, step)	3	ya		ā + √pad + ti			NI	nidānuddeso	yo pana bhikkhu yāvatatiyaṃ anusāviyamāne saramāno santiṃ <b>āpattiṃ</b> n'āvikareyya, sampajānamusāvād'assa hoti.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=āpattiṃ"">feedback</a>"
nāvikareyya	verb	opt 3rd sg of na + āvikaroti, comp verb, neg	+acc		should he not openly reveal	he should not make open					na + āvi + kareyya			NI	nidānuddeso	yo pana bhikkhu yāvatatiyaṃ anusāviyamāne saramāno santiṃ āpattiṃ <b>n'āvikareyya</b>, sampajānamusāvād'assa hoti.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=nāvikareyya"">feedback</a>"
- na	ind	neg			not									NI	nidānuddeso	yo pana bhikkhu yāvatatiyaṃ anusāviyamāne saramāno santiṃ āpattiṃ <b>n</b>'āvikareyya, sampajānamusāvād'assa hoti.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=- na"">feedback</a>"
- āvikareyya	verb	opt 3rd sg of āvikaroti, comp verb	+acc		should he openly reveal	he should make open					āvi + kareyya			NI	nidānuddeso	yo pana bhikkhu yāvatatiyaṃ anusāviyamāne saramāno santiṃ āpattiṃ n'<b>āvikareyya</b>, sampajānamusāvād'assa hoti.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=- āvikareyya"">feedback</a>"
sampajānamusāvādassa	comp	sandhi			(that is) a deliberate lie for him						sampajāna + musā + vāda + assa			NI	nidānuddeso	yo pana bhikkhu yāvatatiyaṃ anusāviyamāne saramāno santiṃ āpattiṃ n'āvikareyya, <b>sampajānamusāvād'assa</b> hoti.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=sampajānamusāvādassa"">feedback</a>"
- sampajāna	adj	from sampajānāti			deliberate, intentional	knowing, being aware, with full understanding	√ñā (know)	5	nā	√ñā + nā > jānā	saṃ + pa + jānā + a			NI	nidānuddeso	yo pana bhikkhu yāvatatiyaṃ anusāviyamāne saramāno santiṃ āpattiṃ n'āvikareyya, <b>sampajāna</b>musāvād'assa hoti.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=- sampajāna"">feedback</a>"
- musāvāda	noun	comp			lying	false speech								NI	nidānuddeso	yo pana bhikkhu yāvatatiyaṃ anusāviyamāne saramāno santiṃ āpattiṃ n'āvikareyya, sampajāna<b>musāvād</b>'assa hoti.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=- musāvāda"">feedback</a>"
- - musā	ind				false, falsely, wrongly		√mus (lie, forget)	3	ya		√mus + ā			NI	nidānuddeso	yo pana bhikkhu yāvatatiyaṃ anusāviyamāne saramāno santiṃ āpattiṃ n'āvikareyya, sampajāna<b>musā</b>vād'assa hoti.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=- - musā"">feedback</a>"
- - vāda	noun	masc, from vadati			speech, statement, word		√vad (speak)	1	a		√vad + *a			NI	nidānuddeso	yo pana bhikkhu yāvatatiyaṃ anusāviyamāne saramāno santiṃ āpattiṃ n'āvikareyya, sampajānamusā<b>vād</b>'assa hoti.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=- - vāda"">feedback</a>"
- assa	pron	masc dat sg of ta			for him, to him									NI	nidānuddeso	yo pana bhikkhu yāvatatiyaṃ anusāviyamāne saramāno santiṃ āpattiṃ n'āvikareyya, sampajānamusāvād'<b>assa</b> hoti.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=- assa"">feedback</a>"
sampajānamusāvādo	noun	masc nom sg of sampajānamusāvāda			a deliberate lie, an intentional lie	knowing lie					sampajāna + musā + vāda			NI	nidānuddeso	<b>sampajānamusāvādo</b> kho pan'āyasmanto antarāyiko dhammo vutto bhagavatā		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=sampajānamusāvādo"">feedback</a>"
- musāvādo	noun	masc nom sg of musāvāda, comp			lying	false speech								NI	nidānuddeso	sampajāna<b>musāvādo</b> kho pan'āyasmanto antarāyiko dhammo vutto bhagavatā		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=- musāvādo"">feedback</a>"
panāyasmanto	comp	sandhi			and venerables						pana + āyasmanto			NI	nidānuddeso	sampajānamusāvādo kho <b>pan'āyasmanto</b> antarāyiko dhammo vutto bhagavatā		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=panāyasmanto"">feedback</a>"
- āyasmanto	noun	masc voc pl of āyasmantu			venerables	having long life					āyus + mantu			NI	nidānuddeso	sampajānamusāvādo kho pan'<b>āyasmanto</b> antarāyiko dhammo vutto bhagavatā		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=- āyasmanto"">feedback</a>"
antarāyiko	adj	masc nom sg of antarāyika			obstructive	coming in-between					antara + aya + ika			NI	nidānuddeso	sampajānamusāvādo kho pan'āyasmanto <b>antarāyiko</b> dhammo vutto bhagavatā		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=antarāyiko"">feedback</a>"
dhammo	noun	masc nom sg of dhamma			act, behaviour		√dhar (hold)	1	a		√dhar + ma			NI	nidānuddeso	sampajānamusāvādo kho pan'āyasmanto antarāyiko <b>dhammo</b> vutto bhagavatā		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=dhammo"">feedback</a>"
vutto	pp	masc nom sg of vutta, pp of vacati			said, spoken		√vac (speak)	1	a		√vac > vuc + ta			NI	nidānuddeso	sampajānamusāvādo kho pan'āyasmanto antarāyiko dhammo <b>vutto</b> bhagavatā		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=vutto"">feedback</a>"
bhagavatā	noun	masc instr sg of bhagavantu			by the Blessed One, Fortunate One	having luck, fortune	√bhaj (divide)	1	a		√bhaj > bhag + avantu			NI	nidānuddeso	sampajānamusāvādo kho pan'āyasmanto antarāyiko dhammo vutto <b>bhagavatā</b>		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=bhagavatā"">feedback</a>"
tasmā	ind	adv, abl sg of ta			therefore	from that								NI	nidānuddeso	<b>tasmā</b> saramānena bhikkhunā āpannena visuddh'āpekkhena santī āpatti āvikātabbā		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=tasmā"">feedback</a>"
saramānena	prp	masc instr sg of saramāna, prp of sarati	+acc		by a remembering, recalling		√sar (remember)	1	a	√sar + a > sara	sara + māna			NI	nidānuddeso	tasmā <b>saramānena</b> bhikkhunā āpannena visuddh'āpekkhena santī āpatti āvikātabbā		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=saramānena"">feedback</a>"
bhikkhunā	noun	masc instr sg of bhikkhu, from bhikkhati			by a monk, monastic	beggar, mendicant	√bhikkh (beg)	1	a		√bhikkh + u			NI	nidānuddeso	tasmā saramānena <b>bhikkhunā</b> āpannena visuddh'āpekkhena santī āpatti āvikātabbā		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=bhikkhunā"">feedback</a>"
āpannena	adj	masc instr sg of āpanna, pp of āpajjati			by who has committed, who has fallen into (an offence)	entered, reached	√pad (go, step)	3	ya		ā + √pad + na			NI	nidānuddeso	tasmā saramānena bhikkhunā <b>āpannena</b> visuddh'āpekkhena santī āpatti āvikātabbā		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=āpannena"">feedback</a>"
visuddhāpekkhena	adj	masc instr sg, comp			by (a monk) looking for purity						visuddhi + apekkha			NI	nidānuddeso	tasmā saramānena bhikkhunā āpannena <b>visuddh'āpekkhena</b> santī āpatti āvikātabbā		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=visuddhāpekkhena"">feedback</a>"
- visuddhi	noun	fem, from visujjhati			purity		√sudh (be pure)	3	ya		vi + √sudh + ti			NI	nidānuddeso	tasmā saramānena bhikkhunā āpannena <b>visuddh</b>'āpekkhena santī āpatti āvikātabbā		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=- visuddhi"">feedback</a>"
- apekkhena	adj	masc instr sg of apekkha, from apekkhati			(by) looking for, wanting, desiring	looking around	√ikkh (see)	1	a		apa + √ikkha + a			NI	nidānuddeso	tasmā saramānena bhikkhunā āpannena visuddh'<b>āpekkhena</b> santī āpatti āvikātabbā		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=- apekkhena"">feedback</a>"
santī	prp	fem nom sg of santa, prp of atthi			existing	being present	√as (be)	1	a	√as + a > sa	sa + nta			NI	nidānuddeso	tasmā saramānena bhikkhunā āpannena visuddh'āpekkhena <b>santī</b> āpatti āvikātabbā		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=santī"">feedback</a>"
āvikātabbā	ptp	fem nom sg āvikātabba, ptp of āvikaroti			should be revealed, should be openly declared	should be made open					āvi + kātabbā			NI	nidānuddeso	tasmā saramānena bhikkhunā āpannena visuddh'āpekkhena santī āpatti <b>āvikātabbā</b>		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=āvikātabbā"">feedback</a>"
- kātabbā	ptp	fem nom sg kātabba, ptp of karoti			should be done, should be made		√kar (do, make)	7	o		√kar + tabba			NI	nidānuddeso	tasmā saramānena bhikkhunā āpannena visuddh'āpekkhena santī āpatti āvi<b>kātabbā</b>		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=- kātabbā"">feedback</a>"
āvikatā	pp	fem nom sg of āvikata, pp of āvikaroti			revealed, declared, disclosed	made open					āvi + kata			NI	nidānuddeso	<b>āvikatā</b> h'issa phāsu hoti.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=āvikatā"">feedback</a>"
- katā	pp	fem nom sg of kata, pp of karoti			done, made		√kar (do, make)	7	o		√kar + ta			NI	nidānuddeso	āvi<b>katā</b> h'issa phāsu hoti.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=- katā"">feedback</a>"
hissa	comp	sandhi			indeed for him						hi + assa			NI	nidānuddeso	āvikatā <b>h'issa</b> phāsu hoti.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=hissa"">feedback</a>"
- hi	ind	emph			indeed, truly, definitely, really, because									NI	nidānuddeso	āvikatā <b>h'</b>issa phāsu hoti.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=- hi"">feedback</a>"
phāsu	noun	masc nom sg, from phusati			ease, comfort	touch, contact	√phus (touch)	1	a		√phus > phās + *u			NI	nidānuddeso	āvikatā h'issa <b>phāsu</b> hoti.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=phāsu"">feedback</a>"
uddiṭṭhaṃ	pp	nt nom sg of uddiṭṭha, pp of uddisati			recited, chanted	pointed up	√dis (point out, explain)	1	a		ud + √dis + ta			NI	nidānuddeso	<b>uddiṭṭhaṃ</b> kho āyasmanto nidānaṃ.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=uddiṭṭhaṃ"">feedback</a>"
nidānaṃ	noun	nt nom sg of nidāna			introduction	tied down	√dā (tie)	3	ya		ni + √dā + ana			NI	nidānuddeso	uddiṭṭhaṃ kho āyasmanto <b>nidānaṃ</b>.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=nidānaṃ"">feedback</a>"
