ID	Pāli1	POS	Grammar	Derived from	Neg	Verb	Trans	Case	Meaning IN CONTEXT	Meaning in native language	Meaning in SBS-PER	Pāli Root	Base	Construction	Sanskrit	Sk Root	Variant	Commentary	Notes	Source1	Sutta1	Example1	Pali chant 1	English chant 1	Chapter 1	Source2	Sutta2	Example2	Pali chant 2	English chant 2	Chapter 2	Source3	Sutta3	Example3	Pali chant 3	English chant 3	Chapter 3	Index	Test	audio	Feedback	Tags
2373	ādikalyāṇa	adj	comp						beneficial in the beginning; good from the get go; lovely in the beginning					ādi + kalyāṇa	ādi + kalyāṇa					AN 10.44	kusinārasuttaṃ	bahussuto nu kho’mhi sutadharo sutasannicayo, ye te dhammā <b>ādikalyāṇā</b> majjhekalyāṇā pariyosānakalyāṇā sātthaṃ sabyañjanaṃ kevalaparipuṇṇaṃ parisuddhaṃ brahmacariyaṃ abhivadanti.										MN 27	cūḷahatthipadopamasuttaṃ	so dhammaṃ deseti <b>ādikalyāṇaṃ</b> majjhekalyāṇaṃ pariyosānakalyāṇaṃ sātthaṃ sabyañjanaṃ, kevalaparipuṇṇaṃ parisuddhaṃ brahmacariyaṃ pakāseti.	Buddh'ābhitthuti	Homage to the Buddha	Homage to the Triple Gem	02n	55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=ādikalyāṇa&entry.1433863141=Anki"">Fix it here</a>."	  Buddh'ābhitthuti
28690	kevalaparipuṇṇa	adj	comp						altogether completed; completely perfected; totally fulfilled					kevala + paripuṇṇa	kevala + paripūrṇa																	MN 27	cūḷahatthipadopamasuttaṃ	so dhammaṃ deseti ādikalyāṇaṃ majjhekalyāṇaṃ pariyosānakalyāṇaṃ sātthaṃ sabyañjanaṃ, <b>kevalaparipuṇṇaṃ</b> parisuddhaṃ brahmacariyaṃ pakāseti.	Buddh'ābhitthuti	Homage to the Buddha	Homage to the Triple Gem	02n	55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=kevalaparipuṇṇa&entry.1433863141=Anki"">Fix it here</a>."	  Buddh'ābhitthuti
18551	devamanussā	masc	pl, comp						gods and men; gods and human beings					devā + manussā	devamanuṣya					DN 16.21	mahāparinibbānasuttaṃ	yatha'y'idaṃ brahmacariyaṃ addhaniyaṃ assa ciraṭṭhitikaṃ, tadassa bahujanahitāya bahujanasukhāya lok’ānukampāya atthāya hitāya sukhāya <b>devamanussānaṃ</b>	Bodhipakkhiya-dhammā	Requisites for Awakening	Teachings							SN 11.3	dhajaggasuttaṃ	arahaṃ sammāsambuddho vijjācaraṇasampanno sugato lokavidū anuttaro purisadammasārathi satthā <b>devamanussānaṃ</b> buddho bhagavā	Buddh’ābhitthuti	Homage to the Buddha	Homage to the Triple Gem	02n	55	[sound:devamanussā.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=devamanussā&entry.1433863141=Anki"">Fix it here</a>."	Bodhipakkhiya-dhammā  Buddh’ābhitthuti
40608	pakāseti 2	pr		pakāsati		caus	trans	+acc	explains; illustrates; illuminates; reveals			√kās 1 *e (to shine, be visible)	√kās + e > kāse (caus)	pa + kāse + ti	prakāśayati	√kāś				AN 4.49	vipallāsasuttaṃ	yadā ca buddhā lokasmiṃ, uppajjanti pabhaṅ’karā. <br/>te imaṃ dhammaṃ <b>pakāsenti</b>, dukkh’ūpasama-gāminaṃ. <br/>tesaṃ sutvāna sappaññā, sacittaṃ paccaladdhā te.										MN 27	cūḷahatthipadopamasuttaṃ	so dhammaṃ deseti ādikalyāṇaṃ majjhekalyāṇaṃ pariyosānakalyāṇaṃ sātthaṃ sabyañjanaṃ, kevalaparipuṇṇaṃ parisuddhaṃ brahmacariyaṃ <b>pakāseti.</b>	Buddh'ābhitthuti	Homage to the Buddha	Homage to the Triple Gem	02n	55		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=pakāseti 2&entry.1433863141=Anki"">Fix it here</a>."	  Buddh'ābhitthuti
43682	pariyosānakalyāṇa	adj	comp						good at the end; beneficial at the conclusion; lovely in the ending					pariyosāna + kalyāṇa	paryavasāna + kalyāṇa					AN 10.44	kusinārasuttaṃ	bahussuto nu kho’mhi sutadharo sutasannicayo, ye te dhammā ādikalyāṇā majjhekalyāṇā <b>pariyosānakalyāṇā</b> sātthaṃ sabyañjanaṃ kevalaparipuṇṇaṃ parisuddhaṃ brahmacariyaṃ abhivadanti.										MN 27	cūḷahatthipadopamasuttaṃ	so dhammaṃ deseti ādikalyāṇaṃ majjhekalyāṇaṃ <b>pariyosānakalyāṇaṃ</b> sātthaṃ sabyañjanaṃ, kevalaparipuṇṇaṃ parisuddhaṃ brahmacariyaṃ pakāseti.	Buddh'ābhitthuti	Homage to the Buddha	Homage to the Triple Gem	02n	55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=pariyosānakalyāṇa&entry.1433863141=Anki"">Fix it here</a>."	  Buddh'ābhitthuti
47846	purisadammasārathi	masc	comp						leader of persons to be tamed; trainer of tameable people					purisa + damma + sārathi						MN 137	saḷāyatanavibhaṅgasuttaṃ	tayo satipaṭṭhānā yad'ariyo sevati yad'ariyo sevamāno satthā gaṇam'anusāsitum'arahati, so vuccati yoggācariyānaṃ anuttaro <b>purisadammasārathī</b>'ti										SN 11.3	dhajaggasuttaṃ	arahaṃ sammāsambuddho vijjācaraṇasampanno sugato lokavidū anuttaro <b>purisadammasārathi</b> satthā devamanussānaṃ buddho bhagavā	Buddh’ābhitthuti	Homage to the Buddha	Homage to the Triple Gem	02n	55	[sound:purisadammasārathi.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=purisadammasārathi&entry.1433863141=Anki"">Fix it here</a>."	  Buddh’ābhitthuti
32597	majjhekalyāṇa	adj	comp						good in the middle; beneficial in the middle; lovely in the middle					majjhe + kalyāṇa	madhye + kalyāṇa					AN 10.44	kusinārasuttaṃ	bahussuto nu kho’mhi sutadharo sutasannicayo, ye te dhammā ādikalyāṇā <b>majjhekalyāṇā</b> pariyosānakalyāṇā sātthaṃ sabyañjanaṃ kevalaparipuṇṇaṃ parisuddhaṃ brahmacariyaṃ abhivadanti.										MN 27	cūḷahatthipadopamasuttaṃ	so dhammaṃ deseti ādikalyāṇaṃ <b>majjhekalyāṇaṃ</b> pariyosānakalyāṇaṃ sātthaṃ sabyañjanaṃ, kevalaparipuṇṇaṃ parisuddhaṃ brahmacariyaṃ pakāseti.	Buddh'ābhitthuti	Homage to the Buddha	Homage to the Triple Gem	02n	55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=majjhekalyāṇa&entry.1433863141=Anki"">Fix it here</a>."	  Buddh'ābhitthuti
31570	lokavidū	masc	comp						who understands the world; who knows the world; epithet of the Buddha					loka + vidū	loka + vidu					AN 3.40	ādhipateyyasuttaṃ	pasayha māraṃ abhibhuyya antakaṃ, yo ca phusī jātikkhayaṃ padhānavā,<br/>so tādiso <b>lokavidū</b> sumedho, sabbesu dhammesu atammayo munī'ti.										SN 11.3	dhajaggasuttaṃ	arahaṃ sammāsambuddho vijjācaraṇasampanno sugato <b>lokavidū</b> anuttaro purisadammasārathi satthā devamanussānaṃ buddho bhagavā	Buddh’ābhitthuti	Homage to the Buddha	Homage to the Triple Gem	02n	55	[sound:lokavidū.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=lokavidū&entry.1433863141=Anki"">Fix it here</a>."	  Buddh’ābhitthuti
49485	sabyañjana	adj		byañjana					in words; in letters			√añj 8 *e (to distinguish)		sa + vi + √añj + ana	savyañjana	√añc				AN 10.44	kusinārasuttaṃ	bahussuto nu kho’mhi sutadharo sutasannicayo, ye te dhammā ādikalyāṇā majjhekalyāṇā pariyosānakalyāṇā sātthaṃ <b>sabyañjanaṃ</b> kevalaparipuṇṇaṃ parisuddhaṃ brahmacariyaṃ abhivadanti.										MN 27	cūḷahatthipadopamasuttaṃ	so dhammaṃ deseti ādikalyāṇaṃ majjhekalyāṇaṃ pariyosānakalyāṇaṃ sātthaṃ <b>sabyañjanaṃ</b>, kevalaparipuṇṇaṃ parisuddhaṃ brahmacariyaṃ pakāseti.	Buddh'ābhitthuti	Homage to the Buddha	Homage to the Triple Gem	02n	55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=sabyañjana&entry.1433863141=Anki"">Fix it here</a>."	  Buddh'ābhitthuti
51872	sammāsambuddha	masc	comp						perfectly awakened one; fully enlightened being					sammā + saṃ + buddha	samyaksambodha					DHP 187	buddhavaggo	api dibbesu kāmesu, ratiṃ so n'ādhigacchati. <br/>taṇha’kkhaya-rato hoti, <b>sammāsambuddha</b>-sāvako										SN 11.3	dhajaggasuttaṃ	arahaṃ <b>sammāsambuddho</b> vijjācaraṇasampanno sugato lokavidū anuttaro purisadammasārathi satthā devamanussānaṃ buddho bhagavā	Buddh’ābhitthuti	Homage to the Buddha	Homage to the Triple Gem	02n	55	[sound:sammāsambuddha.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=sammāsambuddha&entry.1433863141=Anki"">Fix it here</a>."	  Buddh’ābhitthuti
51752	sammā 1	ind	adv						completely; thoroughly; fully; totally						samyak					DHP 89	paṇḍitavaggo	yesaṃ sambodhi'y'aṅgesu, <b>sammā</b> cittaṃ subhāvitaṃ,<br/>ādānapaṭinissagge, anupādāya ye ratā,<br/>khīṇ'āsavā jutimanto, te loke parinibbutā.										SN 11.3	dhajaggasuttaṃ	arahaṃ <b>sammā</b>-sambuddho vijjācaraṇasampanno sugato lokavidū anuttaro purisadammasārathi satthā devamanussānaṃ buddho bhagavā	Buddh’ābhitthuti	Homage to the Buddha	Homage to the Triple Gem	02n	55	[sound:sammā.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=sammā 1&entry.1433863141=Anki"">Fix it here</a>."	  Buddh’ābhitthuti
55137	sāttha	adj	comp						in meaning; in spirit					sa + attha	sārtha																	MN 27	cūḷahatthipadopamasuttaṃ	so dhammaṃ deseti ādikalyāṇaṃ majjhekalyāṇaṃ pariyosānakalyāṇaṃ <b>sātthaṃ</b> sabyañjanaṃ, kevalaparipuṇṇaṃ parisuddhaṃ brahmacariyaṃ pakāseti.	Buddh'ābhitthuti	Homage to the Buddha	Homage to the Triple Gem	02n	55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=sāttha&entry.1433863141=Anki"">Fix it here</a>."	  Buddh'ābhitthuti
57087	sugata 2	masc	pp	su + gacchati					Fortunate One; epithet of the Buddha; lit. well gone		Accomplished One	√gam 1 a (to go)		su + √gam + ta	sugata	√gam				MN 152	indriyabhāvanāsuttaṃ	“etassa, bhagavā, kālo; etassa, <b>sugata</b>, kālo yaṃ bhagavā ariyassa vinaye anuttaraṃ indriyabhāvanaṃ deseyya. bhagavato sutvā bhikkhū dhāressantī”ti.										SN 11.3	dhajaggasuttaṃ	arahaṃ sammāsambuddho vijjācaraṇasampanno <b>sugato</b> lokavidū anuttaro purisadammasārathi satthā devamanussānaṃ buddho bhagavā	Buddh’ābhitthuti	Homage to the Buddha	Homage to the Triple Gem	02n	55	[sound:sugata.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=sugata 2&entry.1433863141=Anki"">Fix it here</a>."	  Buddh’ābhitthuti
66813	vijjācaraṇasampanna	adj	comp						endowed with knowledge and conduct; accomplished in understanding and action; perfect in wisdom and moral conduct					vijjā + caraṇa + sampanna	vidyācaraṇasampanna		sampannavijjācaraṇa	(ANa) vijjācaraṇasampanno'ti tīhi vijjāhi ca pañcadasahi caraṇadhammehi ca samannāgato.														SN 11.3	dhajaggasuttaṃ	arahaṃ sammāsambuddho <b>vijjācaraṇasampanno</b> sugato lokavidū anuttaro purisadammasārathi satthā devamanussānaṃ buddho bhagavā	Buddh’ābhitthuti	Homage to the Buddha	Homage to the Triple Gem	02n	55	[sound:vijjācaraṇasampanna.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=vijjācaraṇasampanna&entry.1433863141=Anki"">Fix it here</a>."	  Buddh’ābhitthuti
23847	handa	ind	excl						come on!; come now!; well then!		 let's									SN 47.10	bhikkhunupassayasuttaṃ	“yassa khv’āhaṃ atthāya cittaṃ paṇidahiṃ so me attho abhinipphanno. <b>handa</b> dāni paṭisaṃharāmi”.				Thai		<b>handa</b> mayaṃ buddhassa bhagavato pubbabhāga-namakāraṃ karomase	Pubbabhāga-namakāra	Preliminary Homage	Homage to the Triple Gem	VIN PAT PC 36	dutiyapavāraṇāsikkhāpadaṃ	<b>handa</b> bhikkhu khāda vā bhuñja vā'ti jānaṃ āsādan'āpekkho, bhuttasmiṃ pācittiyaṃ.				02n	55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=handa&entry.1433863141=Anki"">Fix it here</a>."	 Pubbabhāga-namakāra 
69994	yesaṃ 2	pron	masc & nt gen pl	ya					of whoever; of whom; of which; of such and such					ya + esānaṃ > esaṃ	yeṣām											Thai		<b>yesaṃ</b> pariññāya dharamāno so bhagavā evaṃ bahulaṃ sāvake vineti	Ratanattaya-paṇāma	Salutation to the Triple Gem	Homage to the Triple Gem							02n	55	[sound:yesaṃ.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=yesaṃ 2&entry.1433863141=Anki"">Fix it here</a>."	 Ratanattaya-paṇāma 
51517	sambuddha 1	masc	pp	sambujjhati					Awakened One; Buddha; who is wide awake; who has completely understood			√budh 3 ya (to wake up)		saṃ + √budh + ta		√budh				SN 6.2	gāravasuttaṃ	ye ca atītā <b>sambuddhā</b>, ye ca buddhā anāgatā. <br/>yo c’eta’r’ahi <b>sambuddho</b>, bahunnaṃ soka-nāsano.	Dhamma-gārava	Respect for the Dhamma	Verses	SN 11.3	dhajaggasuttaṃ	arahaṃ sammā-<b>sambuddho</b> vijjācaraṇasampanno sugato lokavidū anuttaro purisadammasārathi satthā devamanussānaṃ buddho bhagavā	Buddh’ābhitthuti	Homage to the Buddha	Homage to the Triple Gem	Trad		namo tassa bhagavato arahato sammā-<b>sambuddhassa</b>	Pubba-bhāga-nama-kāra-pāṭho		Protective Recitations	02n	55	[sound:sambuddha.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=sambuddha 1&entry.1433863141=Anki"">Fix it here</a>."	Dhamma-gārava Buddh’ābhitthuti Pubba-bhāga-nama-kāra-pāṭho
66810	vijjācaraṇa	nt	comp						theory and practice; understanding and action; wisdom and behaviour					vijjā + caraṇa	vidyācaraṇa					DHP 144	daṇḍavaggo	asso yathā bhadro kasāniviṭṭho, ātāpino saṃvegino bhavātha,<br/>saddhāya sīlena ca vīriyena ca, samādhinā dhammavinicchayena ca,<br/>sampanna-<b>vijjācaraṇā</b> patissatā, jahissatha dukkham'idaṃ anappakaṃ.				SN 11.3	dhajaggasuttaṃ	arahaṃ sammāsambuddho <b>vijjācaraṇa</b>-sampanno sugato lokavidū anuttaro purisadammasārathi satthā devamanussānaṃ buddho bhagavā	Buddh’ābhitthuti	Homage to the Buddha	Homage to the Triple Gem							02n	55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=vijjācaraṇa&entry.1433863141=Anki"">Fix it here</a>."	 Buddh’ābhitthuti 
15959	caraṇa 1	nt		carati					behaviour; conduct; (theory and) practice; lit. behaving			√car 1 a (to act, behave)		√car + aṇa	caraṇa	√car										SN 11.3	dhajaggasuttaṃ	arahaṃ sammāsambuddho vijjā-<b>caraṇa</b>-sampanno sugato lokavidū anuttaro purisadammasārathi satthā devamanussānaṃ buddho bhagavā	Buddh’ābhitthuti	Homage to the Buddha	Homage to the Triple Gem							02n	55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=caraṇa 1&entry.1433863141=Anki"">Fix it here</a>."	 Buddh’ābhitthuti 
52131	sampanna 3	pp		sampajjati				+instr	endowed (with); full (of); having; who embodies; possessed			√pad 3 ya (to go, step)		saṃ + √pad + na	sampanna	√pad				AN 7.67	nagaropamasuttaṃ	seyyathā’pi pākāro hoti ucco c’eva vitthato ca vāsana-lepana-<b>sampanno</b> ca, evam’evaṃ kho ariyasāvako paññavā hoti				SN 11.3	dhajaggasuttaṃ	arahaṃ sammāsambuddho vijjācaraṇa-<b>sampanno</b> sugato lokavidū anuttaro purisadammasārathi satthā devamanussānaṃ buddho bhagavā	Buddh’ābhitthuti	Homage to the Buddha	Homage to the Triple Gem							02n	55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=sampanna 3&entry.1433863141=Anki"">Fix it here</a>."	 Buddh’ābhitthuti 
31501	loka 1	masc							world; universe; cosmos			√lok 8 *e (to look)		√lok + a	loka	√lok				DN 22.18	mahāsatipaṭṭhānasuttaṃ	idha, bhikkhave, bhikkhu kāye kāy’ānupassī viharati ātāpī sampajāno satimā, vineyya <b>loke</b> abhijjhā-domanassaṃ	Ariy’aṭṭhaṅgika-magga	The Noble Eightfold Path	Teachings	SN 11.3	dhajaggasuttaṃ	arahaṃ sammāsambuddho vijjācaraṇasampanno sugato <b>loka</b>-vidū anuttaro purisadammasārathi satthā devamanussānaṃ buddho bhagavā	Buddh’ābhitthuti	Homage to the Buddha	Homage to the Triple Gem	TH 251	raṭṭhapālattheragāthā	“rājā ca aññe ca bahū manussā, avītataṇhā maraṇaṃ upenti. <br/>ūnā’va hutvāna jahanti dehaṃ, kāmehi <b>lokamhi</b> na h’atthi titti.	Raṭṭhapāla-thera-gāthā	From the Elder Raṭṭhapāla	Verses	02n	55	[sound:loka.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=loka 1&entry.1433863141=Anki"">Fix it here</a>."	Ariy’aṭṭhaṅgika-magga Buddh’ābhitthuti Raṭṭhapāla-thera-gāthā
66470	vidū 2	masc	agent	vidati					wise man; seer; lit. knower			√vid 1 a (to know)		√vid + ū	vidu	√vid										SN 11.3	dhajaggasuttaṃ	arahaṃ sammāsambuddho vijjācaraṇasampanno sugato loka-<b>vidū</b> anuttaro purisadammasārathi satthā devamanussānaṃ buddho bhagavā	Buddh’ābhitthuti	Homage to the Buddha	Homage to the Triple Gem							02n	55	[sound:vidū.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=vidū 2&entry.1433863141=Anki"">Fix it here</a>."	 Buddh’ābhitthuti 
47845	purisadamma	masc	comp						person in training; man to be tamed					purisa + damma	puruṣa + damya											SN 11.3	dhajaggasuttaṃ	arahaṃ sammāsambuddho vijjācaraṇasampanno sugato lokavidū anuttaro <b>purisadamma</b>-sārathi satthā devamanussānaṃ buddho bhagavā	Buddh’ābhitthuti	Homage to the Buddha	Homage to the Triple Gem	MN 107	gaṇakamoggallānasuttaṃ	tathāgato <b>purisadammaṃ</b> labhitvā paṭhamaṃ evaṃ vineti.	Anupubba-sikkhā	The Gradual Training	Teachings	02n	55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=purisadamma&entry.1433863141=Anki"">Fix it here</a>."	 Buddh’ābhitthuti Anupubba-sikkhā
17892	damma 1	adj	ptp	dameti					able to be trained; fit to be tamed; tamable			√dam 3 ya (to be tame)		√dam + ya	damya	√dam				MN 137	saḷāyatanavibhaṅgasuttaṃ	hatthidamakena, bhikkhave, hatthi-<b>dammo</b> sārito ekaṃ’y’eva disaṃ dhāvati — puratthimaṃ vā pacchimaṃ vā uttaraṃ vā dakkhiṇaṃ vā.				SN 11.3	dhajaggasuttaṃ	arahaṃ sammāsambuddho vijjācaraṇasampanno sugato lokavidū anuttaro purisa-<b>damma</b>-sārathi satthā devamanussānaṃ buddho bhagavā	Buddh’ābhitthuti	Homage to the Buddha	Homage to the Triple Gem	AN 5.140	sotasuttaṃ	idha, bhikkhave, rañño nāgo yam'enaṃ hatthi<b>damma</b>sārathi kāraṇaṃ kāreti, yadi vā katapubbaṃ yadi vā akatapubbaṃ, taṃ aṭṭhiṃ katvā manasi katvā sabbaṃ cetasā samannāharitvā ohitasoto suṇāti.				02n	55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=damma 1&entry.1433863141=Anki"">Fix it here</a>."	 Buddh’ābhitthuti 
54602	sārathi 1	masc		ratha					charioteer; driver; leader					sa + ratha + i	sārathi					DHP 222	kodhavaggo	yo ve uppatitaṃ kodhaṃ, rathaṃ bhantaṃ'va vāraye,<br/>tam'ahaṃ <b>sārathiṃ</b> brūmi, rasmiggāho itaro jano.				SN 11.3	dhajaggasuttaṃ	arahaṃ sammāsambuddho vijjācaraṇasampanno sugato lokavidū anuttaro purisadamma-<b>sārathi</b> satthā devamanussānaṃ buddho bhagavā	Buddh’ābhitthuti	Homage to the Buddha	Homage to the Triple Gem	AN 5.140	sotasuttaṃ	idha, bhikkhave, rañño nāgo yam'enaṃ hatthidamma<b>sārathi</b> kāraṇaṃ kāreti, yadi vā katapubbaṃ yadi vā akatapubbaṃ, taṃ aṭṭhiṃ katvā manasi katvā sabbaṃ cetasā samannāharitvā ohitasoto suṇāti.				02n	55	[sound:coming-soon.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=sārathi 1&entry.1433863141=Anki"">Fix it here</a>."	 Buddh’ābhitthuti 
